Id,Entity_1,Entity_2,Property
4444,洛马纳·卢阿卢阿,金沙萨,birthPlace
4445,中田浩二,日本,birthPlace
4446,招重文,香港,birthPlace
4447,朱塞普·科马斯·索拉,西班牙和拉丁美洲天文学会,workPlace
4448,帕斯卡二世,教宗国,deathPlace
4449,松平赖常,松平久松,child
4450,赵匡胤,昭宪太后,parent
4451,尤尔根·马乔,维也纳,birthPlace
4452,中岛豪,日本,birthPlace
4453,雅各布·库恩,瑞士,birthPlace
4454,岩下润,静冈县,birthPlace
4455,邱心志,王艺璇,spouse
4456,秦国鲁国大长公主,陈国公主,sibling
4457,李太宗,灵显太后,parent
4458,李海河,中华人民共和国,birthPlace
4459,佐藤淳志,山形县,birthPlace
4460,德米特里·德米特里耶维奇·马克苏托夫,普尔科沃天文台,workPlace
4461,垣内友二,日本,birthPlace
4462,曹熊,曹昂,sibling
4463,耶律跋芹,萧阿速,spouse
4464,桓冲,桓祕,sibling
4465,黎襄翼帝,郑氏瑄,parent
4466,康斯坦丁·沙里恩洛夫,苏联,birthPlace
4467,凯里·欧文,澳洲,birthPlace
4468,田中顺也,东京,birthPlace
4469,理查德·鲁奥夫,梅斯贝克,birthPlace
4470,方栢伦,香港,birthPlace
4471,王羽,林翠,spouse
4472,司马芳,洛阳,deathPlace
4473,杨巧双,雪兰莪,birthPlace
4474,赵俊杰,英属香港,birthPlace
4475,毕堤·美,伦敦,deathPlace
4476,金正日,高英姬,spouse
4477,毛岸青,毛岸龙,sibling
4478,林义雄,方素敏,spouse
4479,杨君,天津,birthPlace
4480,德川宗武,松平定国,child
4481,神田胜夫,日本,birthPlace
4482,高德纳,史丹福大学,workPlace
4483,佐佐木勇人,日本,birthPlace
4484,福留亮,日本,birthPlace
4485,达乌德·库塔,巴勒斯坦民族权力机构,birthPlace
4486,林丹汗,额哲,child
4487,近藤直也,日本,birthPlace
4488,林文庆,新加坡,deathPlace
4489,乔振宇,王倩一,spouse
4490,织田信忠,织田鹤,sibling
4491,山村美纱,京都,birthPlace
4492,尧胤法亲王,觉胤法亲王,sibling
4493,蒂姆·里姆,美国,birthPlace
4494,福元美穗,鹿儿岛县,birthPlace
4495,博斯,甜甜,parent
4496,田中顺也,日本,birthPlace
4497,长谷川太一,日本,birthPlace
4498,幸田将和,日本,birthPlace
4499,时冈宏昌,日本,birthPlace
4500,郭东修,台湾,birthPlace
4501,韩镕泽,中国,birthPlace
4502,李裹儿,永寿公主,sibling
4503,朱汝瑾,朱棣文,child
4504,田中哲也,长崎县,birthPlace
4505,蒂莫·希尔德布兰,西德,birthPlace
4506,诺甸·阿武拿柏,荷兰,birthPlace
4507,伽利略·伽利莱,比萨大学,workPlace
4508,本·古德杰,英国,birthPlace
4509,教宗本笃一世,罗马市,deathPlace
4510,约翰·沃尔,美国,birthPlace
4511,廖启智,陈敏儿,spouse
4512,雷彦恭,唐朝,birthPlace
4513,高虎城,朔州,birthPlace
4514,姚仁禄,台北市,birthPlace
4515,颜回,颜歆,child
4516,朱兆基,香港,birthPlace
4517,杨魏玲花,徐明朝,spouse
4518,姆沙,乔斯,birthPlace
4519,尧胤法亲王,道永入道亲王,sibling
4520,大竹一树,中村仁美,spouse
4521,泰穆·普基,芬兰,birthPlace
4522,顾炎武,顾纾,sibling
4523,封孚,后赵,birthPlace
4524,梁乙真,梁桂忱,child
4525,子硕,叔仲皮,parent
4526,米度,埃及,birthPlace
4527,郑秀赫,朝鲜,birthPlace
4528,金·露华,李查·杰克森,spouse
4529,声姜,鲁僖公,spouse
4530,危全讽,唐朝,birthPlace
4531,然·维德诺夫,普罗夫迪夫,birthPlace
4532,谢金燕,猪哥亮,parent
4533,波塞冬,柏罗斯,child
4534,查理斯·尚柏朗,法国,birthPlace
4535,郑检,郑桐,child
4536,殷锡福,上海,birthPlace
4537,穆萨·卡齐姆,哈米黛可敦,parent
4538,今川元树,东京都,birthPlace
4539,载洵,溥侊,child
4540,河村优,日本,birthPlace
4541,李巍,湖南,birthPlace
4542,岩濑健,日本,birthPlace
4543,朱琪,上海,birthPlace
4544,女志,禹,child
4545,摩西·冈伯格,密歇根大学,workPlace
4546,丹尼尔·哈尔克,意大利,deathPlace
4547,徐子淇,李家诚,spouse
4548,保禄四世,罗马,deathPlace
4549,柳泽敦,富山,birthPlace
4550,薄一波,薄熙永,child
4551,米夏埃尔·穆策尔,德国,birthPlace
4552,乔纳森·诺兰,英国,birthPlace
4553,乔治·布坎南,基勒恩,birthPlace
4554,李明逵,许雁芬,spouse
4555,马塞尔·施梅尔策,东德,birthPlace
4556,郭沫若,郭和夫,child
4557,罗杰·潘洛斯,伦敦大学柏贝克学院,workPlace
4558,余慕莲,邓美美,parent
4559,王一楠,高鑫,spouse
4560,名取笃,日本,birthPlace
4561,朱军,谭梅,spouse
4562,李曾超羣,上海,birthPlace
4563,涂明枫,台湾,birthPlace
4564,屠珍,梅绍武,spouse
4565,王秋冬,朱暖英,spouse
4566,吴广,秦朝,deathPlace
4567,何超莲,何鸿燊,parent
4568,穆瑞·罗斯巴德,纽约市,deathPlace
4569,玛洁丽·夏普,英国,deathPlace
4570,汤口荣藏,大坂府,birthPlace
4571,安德列斯·埃斯科巴,哥伦比亚,deathPlace
4572,姚健,北京,birthPlace
4573,谷口圭,爱媛县,birthPlace
4574,大流士二世,阿尔塔薛西斯一世,parent
4575,琦琦,任达华,spouse
4576,和宫亲子内亲王,德川家茂,spouse
4577,泽潟节,日本,birthPlace
4578,黄楷俊,台湾,birthPlace
4579,蔡雅玲,台湾省,birthPlace
4580,唐括石哥,完颜矧思阿补,child
4581,董芳卓,中国,birthPlace
4582,孙中山,宫川富美子,child
4583,阿里·本·阿比·塔利卜,法蒂玛·宾特·阿萨德,parent
4584,黎萤德,越南,birthPlace
4585,西沙瓦·乔本潘,老挝,birthPlace
4586,濩泽公主,闾大肥,spouse
4587,阿部正备,大村纯显,sibling
4588,穆孟姬,齐灵公,spouse
4589,柏佳骏,上海,birthPlace
4590,小城得达,日本,birthPlace
4591,布莱恩·马斯登,小行星中心,workPlace
4592,下村脩,长崎医科大学,workPlace
4593,齐藤武志,山形县,birthPlace
4594,纯元王后,德温公主,child
4595,高奣映,高映厚,child
4596,威姆·基夫,荷兰,birthPlace
4597,腓特烈·威廉三世,黑森·达姆施塔特,parent
4598,武田洋平,日本,birthPlace
4599,川西武彦,广岛县,birthPlace
4600,本多猪四郎,本多きみ,spouse
4601,和硕恪纯长公主,清太宗第十二女,sibling
4602,玟贵妃,悯郡王,child
4603,郑棡,郑楹,child
4604,约翰·亚当斯,美国总统,child
4605,加布里瓦·法罗皮奥,帕多瓦大学,workPlace
4606,高木和道,日本,birthPlace
4607,李贤宰,朝鲜,birthPlace
4608,朱常淓,北京,deathPlace
4609,岛津忠恒,岛津久章,child
4610,桂祥,隆裕太后,child
4611,尚典,尚旦,child
4612,第一代克拉伦斯公爵乔治·金雀花,约克公爵夫人塞西莉·内维尔,parent
4613,耶律八哥,耶律泰哥,sibling
4614,魏士哲,施全德,spouse
4615,洪晃,乔冠华,parent
4616,任质斌,北京市,deathPlace
4617,林仙保,林益世,child
4618,法比奥·干查奥,波图区,birthPlace
4619,清泷信宏,普林斯顿大学,workPlace
4620,约翰·米尔诺,石溪大学,workPlace
4621,欧文·罗斯,加州大学尔湾分校,workPlace
4622,朱汝瑾,圣路易斯华盛顿大学,workPlace
4623,查尔斯·阿玛布尔·勒努瓦,法国,birthPlace
4624,武田信玄,武田信基,sibling
4625,罗伯特·蒙德,布伦纳孟德公司,workPlace
4626,陈美琪,忻尚永,spouse
4627,阿蒙霍特普三世,姆腾威雅,parent
4628,萩野英明,日本,birthPlace
4629,泷川英治,日本,birthPlace
4630,竹原欣也,兵库县,birthPlace
4631,二条为子,二条为藤,sibling
4632,方镜淇,中华人民共和国,birthPlace
4633,向栢窓,尚贞,child
4634,玛定四世,佩鲁贾,deathPlace
4635,佩皮一世,伊普特一世,parent
4636,向栢窓,向国昭,sibling
4637,崔兰,李忠熙,spouse
4638,江泽民,江绵恒,child
4639,周勃,周胜之,child
4640,嶋谷征四郎,京都府,birthPlace
4641,连信仲,智慧财产局,workPlace
4642,葛原亲王,平善栋,child
4643,耶律吕不古,萧思温,spouse
4644,穆库什,巴布泰,sibling
4645,宜阳公主,穆观,spouse
4646,清平长公主,石敬瑭,sibling
4647,圣卡耶坦,那不勒斯,deathPlace
4648,位田爱,日本,birthPlace
4649,法鲁克锡亚,德里,deathPlace
4650,耶律淑哥,萧神奴,spouse
4651,瑟普赖斯·莫里里,南非,birthPlace
4652,阿波罗,阿瑞斯泰俄斯,child
4653,布赖恩·德帕尔马,美国,birthPlace
4654,小屋祯,日本,birthPlace
4655,詹姆斯·高斯林,卡加里,birthPlace
4656,姜皓文,殷宁,spouse
4657,重松清,冈山县,birthPlace
4658,泰亚高·西蒙斯,巴西,birthPlace
4659,德川宗武,德川种姫,child
4660,土田尚史,日本,birthPlace
4661,云和公主,寿宁公主,sibling
4662,山本爱,日本,birthPlace
4663,约翰·詹姆斯·奥杜邦,海地,birthPlace
4664,威廉·格利泽,天文学计算研究所,workPlace
4665,王导,王敞,sibling
4666,姬娜·薛域,美国,birthPlace
4667,郑日冠,朝鲜,birthPlace
4668,卢卡斯·波多尔斯基,波兰,birthPlace
4669,孙冬,大连,birthPlace
4670,明道加斯二世,摩纳哥,parent
4671,路易斯·李奇,肯亚,birthPlace
4672,潘文俊,香港,birthPlace
4673,保罗·萨巴捷,波尔多大学,workPlace
4674,加布里瓦·法罗皮奥,比萨大学,workPlace
4675,坂本义行,日本,birthPlace
4676,耶律嘲瑰,萧海璃,spouse
4677,马科斯·阿隆索,马德里,birthPlace
4678,佐佐木道誉,佐佐木高秀,child
4679,陈裕宗,陈明宗,parent
4680,藤原义孝,藤原怀子,sibling
4681,永野修身,东京都,deathPlace
4682,提贝里乌斯,罗马,birthPlace
4683,周美里,凯度顿珠,spouse
4684,堀江忠男,日本,birthPlace
4685,渡部英麿,日本,birthPlace
4686,萧芳芳,萧迺震,parent
4687,林申,杨雨辰,spouse
4688,莫舒舒二世,马特斯布·阿米利亚·马特萨巴,parent
4689,罗伯特·C·迈克尔逊,美国海军研究实验室,workPlace
4690,陈俊乐,屯门,birthPlace
4691,小椋哲也,日本,birthPlace
4692,李龙土,清华大学,workPlace
4693,谢尔盖·彼得罗维奇·卡皮察,莫斯科物理技术研究所,workPlace
4694,周璇,严华,spouse
4695,钱学森,蒋英,spouse
4696,周美青,马英九,spouse
4697,江藤淳,日本,birthPlace
4698,路易·德布罗意,索邦大学,workPlace
4699,詹姆斯·马蒂斯,华盛顿州,birthPlace
4700,田村惠,日本,birthPlace
4701,毛福梅,蒋中正,spouse
4702,卡萨武布,博马,deathPlace
4703,金容植,北韩,birthPlace
4704,郭暧,昇平公主,spouse
4705,平本大介,日本,birthPlace
4706,巴陵公主,柴令武,spouse
4707,亮性法亲王,长助法亲王,sibling
4708,约翰·巴科斯,费城,birthPlace
4709,瓦伊诺一世,普鲁士,parent
4710,珀耳塞福涅,宙斯,parent
4711,濩泽公主,闾贺,child
4712,德普洛夫,俄罗斯,birthPlace
4713,出姜,鲁文公,spouse
4714,唐·麦克沃伊,英格兰,deathPlace
4715,加布里埃尔·夸德里,墨西哥城,birthPlace
4716,德川齐昭,松平武聪,child
4717,岩渊功,栃木县,birthPlace
4718,拔都,兀乞旭真可敦,parent
4719,王建煊,苏法昭,spouse
4720,子般,孟任,parent
4721,谢臣,巴西,birthPlace
4722,释志开,栖霞寺,workPlace
4723,塞莱斯汀·巴巴亚罗,卡杜纳州,birthPlace
4724,山姆·雷米,密西根州,birthPlace
4725,谭望嵩,中国,birthPlace
4726,凯瑟琳·霍华德,埃德蒙·霍华德,parent
4727,法迪亚奴,大溪地,birthPlace
4728,阮福澜,阮福濒,child
4729,中村圣,日本,birthPlace
4730,李丽质,唐高宗,sibling
4731,关贵史,茨城县,birthPlace
4732,黄琪翔,郭秀仪,spouse
4733,恩里科·费米,莱顿大学,workPlace
4734,松丸贞一,日本,birthPlace
4735,鸟羽俊正,爱知县,birthPlace
4736,大槻紘士,日本,birthPlace
4737,尚典,尚延子,child
4738,积普·希基斯,慕逊加柏,birthPlace
4739,塞尔希奥·阿奎罗,阿根廷,birthPlace
4740,臧会,臧贾,parent
4741,高田亚璃纱,日本,birthPlace
4742,莱斯·费迪南德,伦敦,birthPlace
4743,锺期荣,香港,deathPlace
4744,阮福濒,阮福溱,child
4745,春申君,寿春,deathPlace
4746,和硕恪纯长公主,清太宗第十女,sibling
4747,毛岸青,毛岸英,sibling
4748,聊博超,天津,birthPlace
4749,市川大祐,日本,birthPlace
4750,约翰·亚岱尔,默瑟县,deathPlace
4751,桓冲,桓温,sibling
4752,织田信长,报恩院,child
4753,鲁道夫·穆斯堡尔,加州理工学院,workPlace
4754,釜本邦茂,日本,birthPlace
4755,岛田贵裕,日本,birthPlace
4756,阿巴泰,费扬果,sibling
4757,卡洛斯·阿德里亚诺·索萨·克鲁斯,巴西,birthPlace
4758,萨姆埃尔·布塔尔,波尔多,birthPlace
4759,历卡斯·柏达臣,克厄,birthPlace
4760,加贺见健介,日本,birthPlace
4761,万多亲王,家世王,child
4762,林惠,唐唐,parent
4763,李焕之,李大康,child
4764,谷中治,日本,birthPlace
4765,羽田亨,羽田明,child
4766,汤·韦迪加,伦敦,deathPlace
4767,朱勾,越王不寿,parent
4768,洪一天,金惠敬,child
4769,泽登正朗,静冈县,birthPlace
4770,曾巩,曾肇,sibling
4771,沘阳公主,窦勋,spouse
4772,胡卫东,江苏,birthPlace
4773,当知项欠,海东地区,birthPlace
4774,博义九世,拿波里,birthPlace
4775,陈柏衡,英属香港,birthPlace
4776,潘炕,唐朝,birthPlace
4777,基斯顿·高美斯,阿根廷,birthPlace
4778,克明亲王,源清雅,child
4779,洛伦兹亲王,玛格丽特公主,parent
4780,潘迎捷,江苏,birthPlace
4781,克丝堤·甘恩,新西兰,birthPlace
4782,甄珍,章沛霖,parent
4783,干沙路·查维亚·洛迪古斯,阿根廷,birthPlace
4784,马元中,周美青,parent
4785,沃尔特·科恩,加利福尼亚大学圣地牙哥分校,workPlace
4786,梅崎司,日本,birthPlace
4787,杰西·杰克逊,南卡罗莱纳州,birthPlace
4788,徐景进,朝鲜,birthPlace
4789,查尔斯·爱德华·斯图亚特,玛丽亚·克莱门蒂娜·索别斯卡,parent
4790,野村贡,北海道,birthPlace
4791,江原真二郎,中原ひとみ,spouse
4792,本山茂辰,本山茂庆,child
4793,热振寺,江龙曲定寺,child
4794,阿部正备,阿部资满,child
4795,新海征治,九州大学,workPlace
4796,乐陵公主,穆相国,child
4797,米歇尔·雷诺,里翁,birthPlace
4798,普斯卡什·费伦茨,布达佩斯,deathPlace
4799,阿诺·索末菲,德国,deathPlace
4800,木村哲昌,日本,birthPlace
4801,赵作峻,上海,birthPlace
4802,卡路士·罗亚,阿根廷,birthPlace
4803,陈建祯,台湾,birthPlace
4804,兰迪·谢克曼,霍华德·休斯医学研究所,workPlace
4805,丹瑞,英属缅甸,birthPlace
4806,大卫·阿兰帕严,巴库,birthPlace
4807,穆罕默德·科达班达,波斯,birthPlace
4808,克里斯汀·纽斯林·沃尔哈德,欧洲分子生物学实验室,workPlace
4809,查理大帝,丕平,parent
4810,石塚启次,日本,birthPlace
4811,源义仲,宫菊姬,sibling
4812,蔡浩宸,大连,birthPlace
4813,邓乐军,北京,birthPlace
4814,觉快法亲王,道惠法亲王,sibling
4815,村井慎二,日本,birthPlace
4816,深川友贵,北海道,birthPlace
4817,约翰·维恩,剑桥,deathPlace
4818,邢其毅,天津,birthPlace
4819,耶律泰哥,耶律十哥,sibling
4820,内山笃,静冈县,birthPlace
4821,埜下荘司,日本,birthPlace
4822,孝庄文皇后,乌克善,sibling
4823,罗恩·梅里特,宾夕法尼亚州立大学,workPlace
4824,温智豪,花莲县,birthPlace
4825,浅井长政,浅井政元,sibling
4826,彭雪枫,彭小枫,child
4827,阿隆索·德·奥赫达,圣多明各,deathPlace
4828,向顺德,尚膺,child
4829,项梁,定陶,deathPlace
4830,扬·卡罗尔·霍德凯维奇,克蕾斯蒂娜·兹博罗芙斯卡,parent
4831,埃斯基涅斯,萨摩斯岛,deathPlace
4832,郭永怀,李佩,spouse
4833,米特里达梯六世,劳狄丝四世,parent
4834,清云荣纯,日本,birthPlace
4835,本多正纯,本多忠纯,sibling
4836,加茂正五,日本,birthPlace
4837,何超琼,何鸿燊,parent
4838,市桥时藏,日本,birthPlace
4839,阿方索·波狄优,萨卡帕省,birthPlace
4840,魔裟斗,日本,birthPlace
4841,今邑彩,长野县,birthPlace
4842,金昌洙,韩国,birthPlace
4843,穆罕默德·马赫迪·蒙塔扎尔,娜尔吉丝,parent
4844,法柏斯·莫里奥,巴黎,birthPlace
4845,车正赫,朝鲜,birthPlace
4846,藤原彰子,后朱雀天皇,child
4847,村松幸典,静冈县,birthPlace
4848,本笃十四世,罗马市,deathPlace
4849,公辨法亲王,道祐入道亲王,sibling
4850,久迩邦昭,久迩邦晴,child
4851,松景慎,松景藏,sibling
4852,朴哲镇,朝鲜民主主义人民共和国,birthPlace
4853,薄一波,薄熙宁,child
4854,阮福贞慎,阮福永贞,sibling
4855,沃特·吉尔伯特,剑桥大学,workPlace
4856,土桥正树,日本,birthPlace
4857,路波米亚·米查历克,赫卡,birthPlace
4858,申师任堂,李珥,child
4859,西蒙·佩顿·琼斯,南非,birthPlace
4860,鲍起静,鲍方,parent
4861,阙志鸿,国立中央大学,workPlace
4862,乔治·伽莫夫,乔治华盛顿大学,workPlace
4863,麦里梭,萨摩斯岛,birthPlace
4864,罗纳德·费雪,罗森斯得实验站,workPlace
4865,马克里努斯,卡帕多细亚,deathPlace
4866,太田昌宏,京都府,birthPlace
4867,姜堪政,俄罗斯人民科学院,workPlace
4868,夏元瑜,台北,deathPlace
4869,德川齐昭,德川齐脩,sibling
4870,夫差,阖闾,parent
4871,永田雅宜,京都大学,workPlace
4872,何定国,何英杰,parent
4873,阿的江,新疆,birthPlace
4874,居里奥·纳塔,罗马大学,workPlace
4875,诺森九世,罗马,deathPlace
4876,太姒,周朝,deathPlace
4877,吴高俊,大连,birthPlace
4878,今川义元,隆福院,child
4879,约翰内斯·古腾堡,美因茨选侯国,birthPlace
4880,申师任堂,李璠,child
4881,曹仁,曹范,child
4882,加藤久,日本,birthPlace
4883,太平公主,武攸暨,spouse
4884,木村和司,日本,birthPlace
4885,周慧敏,倪震,spouse
4886,冨嶋均,熊本县,birthPlace
4887,雷沙德·卡普钦斯基,华沙,deathPlace
4888,尚顺,尚诠,child
4889,太姜,商朝,birthPlace
4890,岛津忠恒,岛津久赖,child
4891,佳子内亲王,秋篠宫真子内亲王,sibling
4892,妲己,纣王,spouse
4893,泽登正朗,日本,birthPlace
4894,松尾由美,石川县,birthPlace
4895,古斯塔夫·基尔霍夫,柏林大学,workPlace
4896,松平赖丰,德川宗尧,child
4897,李天兵,中国,birthPlace
4898,马克斯·冯·劳厄,法兰克福大学,workPlace
4899,长谷川千代乃,日本,birthPlace
4900,习仲勋,齐心,spouse
4901,恭僖皇后,唐敬宗,child
4902,佐藤长荣,日本,birthPlace
4903,真子内亲王,秋篠宫悠仁,sibling
4904,小林高道,新潟县,birthPlace
4905,吴金贵,上海,birthPlace
4906,祖斯柏·布隆基斯,瑞典,birthPlace
4907,孝恭仁皇后,清圣祖,spouse
4908,佐佐木博和,日本,birthPlace
4909,岸田文雄,岸田文武,parent
4910,朱桓,朱异,child
4911,源乾曜,唐朝,birthPlace
4912,邓肯一世,贝索克,parent
4913,稻垣博行,日本,birthPlace
4914,L·S·斯塔夫里阿诺斯,史密斯学院,workPlace
4915,德川宗尹,保姫,child
4916,齐归,鲁昭公,child
4917,若望二十二世,法国,deathPlace
4918,温玄烨,温玄熙,parent
4919,法兰索瓦·杜鲁福,巴黎,birthPlace
4920,阿佛洛狄忒,福波斯,child
4921,太叔遗,世叔申,parent
4922,孝庄文皇后,皇太极,spouse
4923,释惟觉,中台山,workPlace
4924,松平赖丰,松平容贞,child
4925,蔡辰洲,陈藤枝,spouse
4926,徐根宝,中国,birthPlace
4927,兴兴,玲玲,spouse
4928,李林峰,中国,birthPlace
4929,习仲勋,郝明珠,spouse
4930,史蒂夫·布鲁斯,科布里奇,birthPlace
4931,路兰·基治拿,维也纳,birthPlace
4932,汪佳捷,中华人民共和国,birthPlace
4933,耶律泰哥,耶律八哥,sibling
4934,萨福克公爵夫人约克的伊丽莎白,约克公爵夫人塞西莉·内维尔,parent
4935,黄宗羲,黄百药,child
4936,贾斯帕·古斯塔夫·科里奥利,巴黎综合理工学院,workPlace
